Serial Number,Receipt Number,Date,Register Name,Draft Name,Occupants,Total Product Count,Product Name,Product Category,Product Notes,Product Quantity,Product Price,Product Tax,Product Zero Tax,Product Discount,Product Coupon Code,Product Total,Subtotal Price,Tax,Zero Tax,Bulk Discount,Bulk Coupon Code,Discount,Roundoff,Packaging Small,Tea Kettle,Small Packaging,Packaging large,Packaging medium,Total Price,Cash Refund,Card Refund,Other Refund,Payment Status,Fulfillment Status,Cancellation Status,Delivery Date,Tags,Channel Name,Brand Name,Channel Id,,Customer Name,Shipping Address,Customer Tags,Redemption CRM,Redemption Type
SA8129,SA-Q2I-2007-8129,"Jan 19, 2022 18:14",,,,,Veg Fried Momos,Momos,,1,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8126,SA-Q2I-2007-8130,"Jan 19, 2022 18:18",Main Register,Table 6,,4,Kit Kat Shake,Shakes,,1,130,0,0,0,,130,610,0,,0,,0,0,,,,,,610,0,0,0,paid,fulfilled,,,,,,,,Mohit,,,,
SA8126,SA-Q2I-2007-8130,"Jan 19, 2022 18:18",,,,,Choco Hazelnut Shake,Shakes,,1,125,0,0,0,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8126,SA-Q2I-2007-8130,"Jan 19, 2022 18:18",,,,,Veg Cheese Burger,Burgers,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8126,SA-Q2I-2007-8130,"Jan 19, 2022 18:18",,,,,Coffee Oreo Shake,Shakes,,2,260,0,0,0,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8128,SA-Q2I-2007-8131,"Jan 19, 2022 18:22",Main Register,Table 3,,2,Classic Margherita Pizza,Pizza,,1,99,0,0,0,,99,134,0,,0,,0,0,,,,,,134,0,0,0,paid,fulfilled,,,,,,,,Naman,,,,
SA8128,SA-Q2I-2007-8131,"Jan 19, 2022 18:22",,,,,Cold Drink - Thumbs Up,Unchai,,1,35,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8132,SA-Q2I-2007-8133,"Jan 19, 2022 19:50",Main Register,Take-Away-5,,1,Veg Maggi,Maggi Maggi Maggi,,1,65,0,0,0,,65,65,0,,0,,0,0,,,,,,65,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8133,SA-Q2I-2007-8134,"Jan 20, 2022 11:29",Main Register,Take-Away-1,,3,Vada Pav + Chai / Elaichi Chai / Vada Pav,Everyday Combos,,1,79,0,0,0,,79,154,0,,0,,0,0,,,5,,,159,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8133,SA-Q2I-2007-8134,"Jan 20, 2022 11:29",,,,,Elaichi Chai,Chai,,1,35,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8133,SA-Q2I-2007-8134,"Jan 20, 2022 11:29",,,,,Bun Maska,Maska Bun,,1,40,0,0,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8133,SA-Q2I-2007-8134,"Jan 20, 2022 11:29",,,,,Kulhad / Clay Pot,Addon,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8135,SA-Q2I-2007-8135,"Jan 20, 2022 12:58",Main Register,Table 5,,4,Garden Veggie Pizza,Pizza,,1,189,0,0,0,,189,504,0,,50.4,,50.4,0.4,,,,,,454,0,0,0,paid,fulfilled,,,,,,,,NItin,,,,
SA8135,SA-Q2I-2007-8135,"Jan 20, 2022 12:58",,,,,Paneer Salsa Wrap,Wraps,,1,135,0,0,0,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8135,SA-Q2I-2007-8135,"Jan 20, 2022 12:58",,,,,Classic Hot Coffee,Coffee,,2,100,0,0,0,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8135,SA-Q2I-2007-8135,"Jan 20, 2022 12:58",,,,,Veg Fried Momos,Momos,,1,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8134,SA-Q2I-2007-8136,"Jan 20, 2022 12:58",Main Register,Table 2,,2,Garlic Cheese Grilled Sandwich,Grilled Sandwiches,,1,130,0,0,0,,130,180,0,,0,,0,0,,,,,,180,0,0,0,paid,fulfilled,,,,,,,,vishal,,,,
SA8134,SA-Q2I-2007-8136,"Jan 20, 2022 12:58",,,,,Classic Hot Coffee,Coffee,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8136,SA-Q2I-2007-8137,"Jan 20, 2022 14:03",Main Register,Table 5,,4,Hot Coffee- Hazelnut,Coffee,,1,90,0,0,0,,90,305,0,,0,,0,0,,,,,,305,0,0,0,paid,fulfilled,,,,,,,,aditi,,,,
SA8136,SA-Q2I-2007-8137,"Jan 20, 2022 14:03",,,,,Masala Chai,Chai,,1,35,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8136,SA-Q2I-2007-8137,"Jan 20, 2022 14:03",,,,,Mixed Sauce Penne Pasta,Pasta,,1,165,0,0,0,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8136,SA-Q2I-2007-8137,"Jan 20, 2022 14:03",,,,,Water (500 ml),Unchai,,1,15,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8137,SA-Q2I-2007-8138,"Jan 20, 2022 14:29",Main Register,Table 6,,7,Cold Drink - Thumbs Up,Unchai,,2,70,0,0,0,,70,674,0,,0,,0,0,,,,,,674,0,0,0,paid,fulfilled,,,,,,,,Rachit,,,,
SA8137,SA-Q2I-2007-8138,"Jan 20, 2022 14:29",,,,,Classic Hot Coffee,Coffee,,3,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8137,SA-Q2I-2007-8138,"Jan 20, 2022 14:29",,,,,Veg Tandoori Momos,Momos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8137,SA-Q2I-2007-8138,"Jan 20, 2022 14:29",,,,,Onion + Capsicum Pizza,Pizza,,1,119,0,0,0,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8137,SA-Q2I-2007-8138,"Jan 20, 2022 14:29",,,,,French Fries,Fries & Nachos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8137,SA-Q2I-2007-8138,"Jan 20, 2022 14:29",,,,,Veg Maggi,Maggi Maggi Maggi,,1,65,0,0,0,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8137,SA-Q2I-2007-8138,"Jan 20, 2022 14:29",,,,,Peri Peri Maggi,Maggi Maggi Maggi,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8138,SA-Q2I-2007-8139,"Jan 20, 2022 14:40",Main Register,Table 2,,2,French Fries,Fries & Nachos,,1,90,0,0,0,,90,140,0,,0,,0,0,,,,,,140,0,0,0,paid,fulfilled,,,,,,,,ravi,,,,
SA8138,SA-Q2I-2007-8139,"Jan 20, 2022 14:40",,,,,Adrak Chai,Chai,,2,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8139,SA-Q2I-2007-8140,"Jan 20, 2022 15:00",Main Register,Table 5,,2,Adrak Chai,Chai,,1,25,0,0,0,,25,55,0,,0,,0,0,,,,,,55,0,0,0,paid,fulfilled,,,,,,,,Mohit,,,,
SA8139,SA-Q2I-2007-8140,"Jan 20, 2022 15:00",,,,,Elaichi Chai,Chai,,1,30,0,0,0,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8140,SA-Q2I-2007-8141,"Jan 20, 2022 15:26",Main Register,Table 5,,5,Classic Hot Coffee,Coffee,,1,50,0,0,0,,50,504,0,,0,,0,0,,,,,,504,0,0,0,paid,fulfilled,,,,,,,,rudra,,,,
SA8140,SA-Q2I-2007-8141,"Jan 20, 2022 15:26",,,,,Cold Coffee - Regular,Coffee,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8140,SA-Q2I-2007-8141,"Jan 20, 2022 15:26",,,,,Veg Corn Cheese Sandwich,Grilled Sandwiches,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8140,SA-Q2I-2007-8141,"Jan 20, 2022 15:26",,,,,French Fries,Fries & Nachos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8140,SA-Q2I-2007-8141,"Jan 20, 2022 15:26",,,,,Paneer Corn Pizza,Pizza,,1,139,0,0,0,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8141,SA-Q2I-2007-8142,"Jan 20, 2022 15:52",Main Register,Table 6,,3,Elaichi Chai,Chai,,2,70,0,0,0,,70,310,0,,0,,0,0,,,,,,310,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8141,SA-Q2I-2007-8142,"Jan 20, 2022 15:52",,,,,Veg Tandoori Momos,Momos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8141,SA-Q2I-2007-8142,"Jan 20, 2022 15:52",,,,,Red Sauce / Arrabiata Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8141,SA-Q2I-2007-8142,"Jan 20, 2022 15:52",,,,,Kulhad / Clay Pot,Addon,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8143,SA-Q2I-2007-8143,"Jan 20, 2022 16:40",Main Register,Table 4,,3,Tandoori Cheese Burger,Burgers,,1,95,0,0,0,,95,225,0,,0,,0,0,,,,,,225,0,0,0,paid,fulfilled,,,,,,,,Samridhhi,,,,
SA8143,SA-Q2I-2007-8143,"Jan 20, 2022 16:40",,,,,Chipotle Cheese Burger,Burgers,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8143,SA-Q2I-2007-8143,"Jan 20, 2022 16:40",,,,,Cold Drink - Sprite,Unchai,,1,35,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8142,SA-Q2I-2007-8144,"Jan 20, 2022 16:58",Main Register,Table 2,,1,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,50,0,,0,,0,0,,,,,,50,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8144,SA-Q2I-2007-8145,"Jan 20, 2022 17:16",Main Register,Table 4,,3,Cold Coffee - Regular,Coffee,,3,285,0,0,0,,285,519,0,,0,,0,0,,,,,,519,0,0,0,paid,fulfilled,,,,,,,,Pulkit,,,,
SA8144,SA-Q2I-2007-8145,"Jan 20, 2022 17:16",,,,,Veg Cheese Burger,Burgers,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8144,SA-Q2I-2007-8145,"Jan 20, 2022 17:16",,,,,Paneer Corn Pizza,Pizza,,1,139,0,0,0,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8145,SA-Q2I-2007-8146,"Jan 20, 2022 17:27",Main Register,Table 2,,2,Veg Cheese Burger,Burgers,,1,95,0,0,0,,95,214,0,,0,,0,0,,,,,,214,0,0,0,paid,fulfilled,,,,,,,,sarthak,,,,
SA8145,SA-Q2I-2007-8146,"Jan 20, 2022 17:27",,,,,Onion + Capsicum Pizza,Pizza,,1,119,0,0,0,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8146,SA-Q2I-2007-8147,"Jan 20, 2022 18:03",Main Register,Table 5,,2,Elaichi Chai,Chai,,2,70,0,0,0,,70,95,0,,0,,0,0,,,,,,95,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8146,SA-Q2I-2007-8147,"Jan 20, 2022 18:03",,,,,Aloo Samosa (2Pcs),Samosas & More,,1,25,0,0,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8146,SA-Q2I-2007-8147,"Jan 20, 2022 18:03",,,,,Kulhad / Clay Pot,Addon,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8147,SA-Q2I-2007-8148,"Jan 20, 2022 18:10",Main Register,Table 3,,1,Adrak Chai,Chai,,2,50,0,0,0,,50,50,0,,0,,0,0,,,,,,50,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8148,SA-Q2I-2007-8149,"Jan 20, 2022 18:17",Main Register,Table 6,,3,White Sauce / Alfredo Penne Pasta,Pasta,,1,150,0,0,0,,150,369,0,,0,,0,0,,,,,,369,0,0,0,paid,fulfilled,,,,,,,,Shubham,,,,
SA8148,SA-Q2I-2007-8149,"Jan 20, 2022 18:17",,,,,Classic Hot Coffee,Coffee,,2,100,0,0,0,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8148,SA-Q2I-2007-8149,"Jan 20, 2022 18:17",,,,,Onion + Capsicum Pizza,Pizza,,1,119,0,0,0,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8150,SA-Q2I-2007-8150,"Jan 20, 2022 18:42",Main Register,Table 5,,6,Elaichi Chai,Chai,,5,175,0,0,0,,175,594,0,,0,,0,0,,,,,,594,0,0,0,paid,fulfilled,,,,,,,,Hrithik,,,,
SA8150,SA-Q2I-2007-8150,"Jan 20, 2022 18:42",,,,,Classic Margherita Pizza,Pizza,,1,99,0,0,0,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8150,SA-Q2I-2007-8150,"Jan 20, 2022 18:42",,,,,Red Sauce / Arrabiata Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8150,SA-Q2I-2007-8150,"Jan 20, 2022 18:42",,,,,Veg Tandoori Momos,Momos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8150,SA-Q2I-2007-8150,"Jan 20, 2022 18:42",,,,,Veg Maggi,Maggi Maggi Maggi,,1,65,0,0,0,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8150,SA-Q2I-2007-8150,"Jan 20, 2022 18:42",,,,,Water (500 ml),Unchai,,1,15,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8150,SA-Q2I-2007-8150,"Jan 20, 2022 18:42",,,,,Kulhad / Clay Pot,Addon,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8149,SA-Q2I-2007-8151,"Jan 20, 2022 19:02",Main Register,Table 2,,1,Elaichi Chai,Chai,,5,175,0,0,0,,175,175,0,,0,,0,0,,,,,,175,0,0,0,paid,fulfilled,,,,,,,,Rishabh,,,,
SA8149,SA-Q2I-2007-8151,"Jan 20, 2022 19:02",,,,,Kulhad / Clay Pot,Addon,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8152,SA-Q2I-2007-8152,"Jan 20, 2022 19:43",Main Register,Table 4,,1,Adrak Chai,Chai,,2,50,0,0,0,,50,50,0,,0,,0,0,,,,,,50,0,0,0,paid,fulfilled,,,,,,,,Rishabh,,,,
SA8151,SA-Q2I-2007-8153,"Jan 20, 2022 19:59",Main Register,Table 2,,2,Veg Cheese Burger,Burgers,,1,95,0,0,0,,95,165,0,,0,,0,0,,,,,,165,0,0,0,paid,fulfilled,,,,,,,,Mayank,,,,
SA8151,SA-Q2I-2007-8153,"Jan 20, 2022 19:59",,,,,Spicy Vada Pav,Vada Pav,,1,70,0,0,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8154,SA-Q2I-2007-8154,"Jan 20, 2022 20:30",Main Register,Table 5,,4,Classic Hot Coffee,Coffee,,2,100,0,0,0,,100,290,0,,0,,0,0,,,,,,290,0,0,0,paid,fulfilled,,,,,,,,deviyd,,,,
SA8154,SA-Q2I-2007-8154,"Jan 20, 2022 20:30",,,,,Adrak Chai,Chai,,1,25,0,0,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8154,SA-Q2I-2007-8154,"Jan 20, 2022 20:30",,,,,Jam Bun Maska,Maska Bun,,2,100,0,0,0,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8154,SA-Q2I-2007-8154,"Jan 20, 2022 20:30",,,,,Veg Maggi,Maggi Maggi Maggi,,1,65,0,0,0,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8153,SA-Q2I-2007-8155,"Jan 20, 2022 20:39",Main Register,Take-Away-2,,1,Fresh Veggie Pizza,Pizza,,1,159,0,0,0,,159,159,0,,9,,9,0,,,,,,150,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8155,SA-Q2I-2007-8156,"Jan 21, 2022 11:45",Main Register,Table 5,,3,Adrak Chai,Chai,,1,30,0,0,0,,30,95,0,,0,,0,0,,,,,,95,0,0,0,paid,fulfilled,,,,,,,,Shubham,,,,
SA8155,SA-Q2I-2007-8156,"Jan 21, 2022 11:45",,,,,Honey Ginger Lemon Tea,Chai,,1,40,0,0,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8155,SA-Q2I-2007-8156,"Jan 21, 2022 11:45",,,,,Aloo Samosa (2Pcs),Samosas & More,,1,25,0,0,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8155,SA-Q2I-2007-8156,"Jan 21, 2022 11:45",,,,,Kulhad / Clay Pot,Addon,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8156,SA-Q2I-2007-8157,"Jan 21, 2022 12:15",Main Register,Table 3,,1,Classic Hot Coffee,Coffee,,4,200,0,0,0,,200,200,0,,0,,0,0,,,,,,200,0,0,0,paid,fulfilled,,,,,,,,harshit,,,,
SA8158,SA-Q2I-2007-8158,"Jan 21, 2022 13:56",Main Register,Table 5,,5,Veg Cheese Sandwich,Grilled Sandwiches,,1,120,0,0,0,,120,400,0,,50,,50,0,,,,,,350,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8158,SA-Q2I-2007-8158,"Jan 21, 2022 13:56",,,,,Poha,Samosas & More,,1,70,0,0,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8158,SA-Q2I-2007-8158,"Jan 21, 2022 13:56",,,,,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8158,SA-Q2I-2007-8158,"Jan 21, 2022 13:56",,,,,Adrak Elaichi Chai,Chai,,3,135,0,0,0,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8158,SA-Q2I-2007-8158,"Jan 21, 2022 13:56",,,,,Aloo Samosa (2Pcs),Samosas & More,,1,25,0,0,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8158,SA-Q2I-2007-8158,"Jan 21, 2022 13:56",,,,,Kulhad / Clay Pot,Addon,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8157,SA-Q2I-2007-8159,"Jan 21, 2022 14:00",Main Register,Table 2,,3,Veg Cheese Burger,Burgers,,1,95,0,0,0,,95,180,0,,0,,0,0,,,,,,180,0,0,0,paid,fulfilled,,,,,,,,Piyush,,,,
SA8157,SA-Q2I-2007-8159,"Jan 21, 2022 14:00",,,,,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8157,SA-Q2I-2007-8159,"Jan 21, 2022 14:00",,,,,Cold Drink - Thumbs Up,Unchai,,1,35,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8161,SA-Q2I-2007-8160,"Jan 21, 2022 14:46",Main Register,Table 6,,4,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,360,0,,0,,0,0,,,,,,360,0,0,0,paid,fulfilled,,,,,,,,Shubham,,,,
SA8161,SA-Q2I-2007-8160,"Jan 21, 2022 14:46",,,,,Hot Coffee- Hazelnut,Coffee,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8161,SA-Q2I-2007-8160,"Jan 21, 2022 14:46",,,,,Elaichi Chai,Chai,,2,70,0,0,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8161,SA-Q2I-2007-8160,"Jan 21, 2022 14:46",,,,,White Sauce / Alfredo Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8161,SA-Q2I-2007-8160,"Jan 21, 2022 14:46",,,,,Kulhad / Clay Pot,Addon,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8160,SA-Q2I-2007-8161,"Jan 21, 2022 15:44",Main Register,Table 4,,4,Fresh Veggie Sandwich,Grilled Sandwiches,,1,100,0,0,0,,100,335,0,,0,,0,0,,,,,,335,0,0,0,paid,fulfilled,,,,,,,,Aditi,,,,
SA8160,SA-Q2I-2007-8161,"Jan 21, 2022 15:44",,,,,White Sauce / Alfredo Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8160,SA-Q2I-2007-8161,"Jan 21, 2022 15:44",,,,,Cold Drink - Thumbs Up,Unchai,,1,35,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8160,SA-Q2I-2007-8161,"Jan 21, 2022 15:44",,,,,Classic Hot Coffee,Coffee,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8159,SA-Q2I-2007-8162,"Jan 21, 2022 15:44",Main Register,Table 2,,2,Adrak Chai,Chai,,2,50,0,0,0,,50,80,0,,0,,0,0,,,,,,80,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8159,SA-Q2I-2007-8162,"Jan 21, 2022 15:44",,,,,Elaichi Chai,Chai,,1,30,0,0,0,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8162,SA-Q2I-2007-8163,"Jan 21, 2022 16:18",Main Register,Table 3,,4,Fresh Veggie Pizza,Pizza,,1,159,0,0,0,,159,419,0,,0,,0,0,,,,,,419,0,0,0,paid,fulfilled,,,,,,,,Anmol,,,,
SA8162,SA-Q2I-2007-8163,"Jan 21, 2022 16:18",,,,,Classic Hot Coffee,Coffee,,2,100,0,0,0,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8162,SA-Q2I-2007-8163,"Jan 21, 2022 16:18",,,,,Tandoori Veggie Wrap,Wraps,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8162,SA-Q2I-2007-8163,"Jan 21, 2022 16:18",,,,,Vada Pav,Vada Pav,,1,65,0,0,0,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8163,SA-Q2I-2007-8164,"Jan 21, 2022 16:27",Main Register,Table 2,,3,Veg Cheese Sandwich,Grilled Sandwiches,,1,120,0,0,0,,120,265,0,,0,,0,0,,,,,,265,0,0,0,paid,fulfilled,,,,,,,,Tanmay,,,,
SA8163,SA-Q2I-2007-8164,"Jan 21, 2022 16:27",,,,,Cold Coffee - Regular,Coffee,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8163,SA-Q2I-2007-8164,"Jan 21, 2022 16:27",,,,,Classic Hot Coffee,Coffee,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8164,SA-Q2I-2007-8165,"Jan 21, 2022 17:55",Main Register,Take-Away-1,,1,Aloo Samosa (2Pcs),Samosas & More,,1,25,0,0,0,,25,25,0,,0,,0,0,,,,,,25,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8165,SA-Q2I-2007-8166,"Jan 21, 2022 18:03",Main Register,Table 5,,3,Adrak Elaichi Chai,Chai,,2,80,0,0,0,,80,265,0,,26.41,,26.41,0.41,,,,,,239,0,0,0,paid,fulfilled,,,,,,,,Pushkar,,,Bingage,Wallet
SA8165,SA-Q2I-2007-8166,"Jan 21, 2022 18:03",,,,,Veg Maggi,Maggi Maggi Maggi,,1,65,0,0,0,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8165,SA-Q2I-2007-8166,"Jan 21, 2022 18:03",,,,,Veg Cheese Sandwich,Grilled Sandwiches,,1,120,0,0,0,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8174,SA-Q2I-2007-8167,"Jan 21, 2022 18:20",Main Register,Table 3,,3,Adrak Chai,Chai,,4,100,0,0,0,,100,210,0,,34.79,,34.79,-0.21,,,,,,175,0,0,0,paid,fulfilled,,,,,,,,Mani,,,Bingage,Wallet
SA8174,SA-Q2I-2007-8167,"Jan 21, 2022 18:20",,,,,Tandoori Veggie Wrap,Wraps,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8174,SA-Q2I-2007-8167,"Jan 21, 2022 18:20",,,,,Water (500 ml),Unchai,,1,15,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8166,SA-Q2I-2007-8168,"Jan 21, 2022 18:25",Main Register,Table 6,,2,Adrak Elaichi Chai,Chai,,2,80,0,0,0,,80,160,0,,0,,0,0,,,,,,160,0,0,0,paid,fulfilled,,,,,,,,Sachin,,,,
SA8166,SA-Q2I-2007-8168,"Jan 21, 2022 18:25",,,,,Classic Veg Burger,Burgers,,1,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8170,SA-Q2I-2007-8169,"Jan 21, 2022 18:33",Main Register,Table 4,,3,Classic Hot Coffee,Coffee,,2,100,0,0,0,,100,264,0,,0,,0,0,,,,,,264,0,0,0,paid,fulfilled,,,,,,,,sateydra,,,,
SA8170,SA-Q2I-2007-8169,"Jan 21, 2022 18:33",,,,,Vada Pav,Vada Pav,,1,65,0,0,0,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8170,SA-Q2I-2007-8169,"Jan 21, 2022 18:33",,,,,Classic Margherita Pizza,Pizza,,1,99,0,0,0,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8169,SA-Q2I-2007-8170,"Jan 21, 2022 18:49",Main Register,Table 2,,2,Veg Corn Cheese Sandwich,Grilled Sandwiches,,1,130,0,0,0,,130,180,0,,89.1,,89.1,0.1,,,,,,91,0,0,0,paid,fulfilled,,,,,,,,Hrithik,,,Bingage,Wallet
SA8169,SA-Q2I-2007-8170,"Jan 21, 2022 18:49",,,,,Adrak Chai,Chai,,2,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8167,SA-Q2I-2007-8171,"Jan 21, 2022 18:51",Main Register,Take-Away-2,,1,White Sauce / Alfredo Penne Pasta,Pasta,,1,150,0,0,0,,150,150,0,,139.19,,139.19,0.19,,,,,,11,0,0,0,paid,fulfilled,,,,,,,,Shagun,,,Bingage,Wallet
SA8168,SA-Q2I-2007-8172,"Jan 21, 2022 18:59",Main Register,Table 5,,1,Elaichi Chai,Chai,,2,60,0,0,0,,60,60,0,,0,,0,0,,,,,,60,0,0,0,paid,fulfilled,,,,,,,,Haider,,,,
SA8171,SA-Q2I-2007-8173,"Jan 21, 2022 19:23",Main Register,Table 5,,1,Adrak Chai,Chai,,2,50,0,0,0,,50,50,0,,0,,0,0,,,,,,50,0,0,0,paid,fulfilled,,,,,,,,,,,,
